IS_SARCASTIC,TEXT,NO_TAGS,USERNAME,DATE
1,"Я не бухаю й не курю
Фу такою як я бути, ви що, це ж не модноо #сарказм","Я не бухаю й не курю
Фу такою як я бути, ви що, це ж не модноо ",who_we_are__,2014-09-07 12:26:20+00:00
1,Ці кляті жидомасони навіть небо помітили #сарказм http://t.co/tMsHrNYOqO,Ці кляті жидомасони навіть небо помітили,why_denys,2014-07-20 13:22:29+00:00
1,"як добре, що в мене немає мозгів і я їбанута, я можу собі дозволити те, що інші в свої 14 не можуть
(сарказм)","як добре, що в мене немає мозгів і я їбанута, я можу собі дозволити те, що інші в свої 14 не можуть
",wielorybow,2014-06-23 11:33:18+00:00
1,"@RolltonKing Аргумент 10/10, аплодую стоячи. /сарказм","@RolltonKing Аргумент 10/10, аплодую стоячи. ",wigihijg,2022-08-16 16:47:23+00:00
1,"@JEONGYEONSC4T супер використання слюрів тепер локальний жарт і неіснуюча проблема!! /сарк
а де я взагалі когось срала? 🥹 вказувати на проблематичність ≠ срати, ми маємо едюкейтнутися і не тягати слюри в укрпростір. це ж просто очевидні для розуміння речі",@JEONGYEONSC4T супер використання слюрів тепер локальний жарт і неіснуюча проблема!!,wiiyeon,2023-02-19 20:32:02+00:00
1,"@SergeyOsypchuk @evilord_22 Ще згадайте скільки ""пріусів"" розбили, ага. Це сарказм був. Єслі шо.","@SergeyOsypchuk @evilord_22 Ще згадайте скільки ""пріусів"" розбили, ага. ",WildAstronaut,2018-09-16 16:50:33+00:00
1,"@sala_malo Дійсно, бо в російськомовних і грошей більше (сарказм)))
Просто росмовні блогери роблять блоги рос, щоб було більше аудиторії, переглядів, а звідти і рос. контракти. Для чого це магазину, який оглядами рекламує сам себе незрозуміло.","@sala_malo Дійсно, бо в російськомовних і грошей більше ))",Will__Kin,2021-01-28 11:22:40+00:00
1,"@stteiwazmormont 16 - не той вік, щоб бути ""тАаким дорослим""
*сарказм*
Для мене - це ще дитинство 
Це діти, які не можуть приймати рішення, відповідати за свої дії
Це неповна дієздатність 

Блять, навіть тут я юрист...","@stteiwazmormont 16 - не той вік, щоб бути ""тАаким дорослим""
",will_not_adult,2018-04-05 04:34:56+00:00
1,"вчора снилося шось незрозуміле, як добре шо сьогодні мені снилося як мене забрали в сексуальне рабство а мою ліву руку окунали в гарячі металти

/сарк","вчора снилося шось незрозуміле, як добре шо сьогодні мені снилося як мене забрали в сексуальне рабство а мою ліву руку окунали в гарячі металти

",wiopty,2022-08-15 06:22:35+00:00
1,Да я прямо геній сучасної літератури в жанрі драма *сарказм* 🤌🤌🤌🤌  https://t.co/1pD3wkMlD1,Да я прямо геній сучасної літератури в жанрі драма,witch_kassandra,2022-05-27 00:00:00
1,Так ні ні ні це взагалі не важливо та не персонально так просто питання(/сарказм)але якщо б до вас прийшов віктор гаргрівс с його зачіскою з с3 але більш пухнастою та запитав що йому з ціню хуйнею швидко модна зробити щоб в йому сказали ПРОБАЧТЕ Я ПРОСТО ДУЖЕ НЕ ХОЧУ ЦЕ ПОКАЗУВАТ,Так ні ні ні це взагалі не важливо та не персонально так просто питання але якщо б до вас прийшов віктор гаргрівс с його зачіскою з с3 але більш пухнастою та запитав що йому з ціню хуйнею швидко модна зробити щоб в йому сказали ПРОБАЧТЕ Я ПРОСТО ДУЖЕ НЕ ХОЧУ ЦЕ ПОКАЗУВАТ,witchyzoru,2022-07-02 14:50:00+00:00
1,А я обожнюю п‘яних 17-річних дівчат *сарказм*,А я обожнюю п‘яних 17-річних дівчат,WiteWitch_,2020-11-20 22:41:48+00:00
1,"дуже класний ранок прям 100/10 

/сарк","дуже класний ранок прям 100/10 

",with_space_,2022-10-10 07:54:21+00:00
1,"те, як мама іноді може зробити так, щоб я за хвилину розмови була готова кинути будь-яке заняття чи зацікавлення — просто мистецтво, яке мені ніколи не зрозуміти /сарк","те, як мама іноді може зробити так, щоб я за хвилину розмови була готова кинути будь-яке заняття чи зацікавлення — просто мистецтво, яке мені ніколи не зрозуміти ",with_space_,2022-12-20 21:59:38+00:00
1,"@ulvic чо і селфі зі сцени нема? ну ти ваше.
чо на концерт ходив
(сарказм)","@ulvic чо і селфі зі сцени нема? ну ти ваше.
чо на концерт ходив
",withoutknife,2017-07-17 21:01:19+00:00
1,ех єніна єніна танцюй далі 🥺 /сарк,ех єніна єніна танцюй далі 🥺,wlwlum1,2022-03-27 14:16:59+00:00
1,"Нагадаю, що тих хто притримується правил української мови до раю не пускають /сркзм/.","Нагадаю, що тих хто притримується правил української мови до раю не пускають ",wolfigelkott,2023-01-27 12:24:23+00:00
1,"Погодній додаток — круто, ефект паралакс — нереально круто. Багатозадачність - революція (сарказм). #iOS7.","Погодній додаток — круто, ефект паралакс — нереально круто. Багатозадачність - революція ",Wormema,2013-06-10 19:54:03+00:00
1,"зашнурував шнурівки, а потім знову.. блін, і завтра прийдеться… (сарказм)","зашнурував шнурівки, а потім знову.. блін, і завтра прийдеться… ",wov4ok,2022-08-15 12:17:42+00:00
1,"Вау дівчата мами майбутнього це мами які нафарбують синам губи, соу стронг, соу прогрессів, плачу за майбутні покоління, вони житимуть у кращому світі🤧🤧🤧🤧🤧
/сарказм/","Вау дівчата мами майбутнього це мами які нафарбують синам губи, соу стронг, соу прогрессів, плачу за майбутні покоління, вони житимуть у кращому світі🤧🤧🤧🤧🤧
",wovchyk,2020-08-18 16:46:04+00:00
1,"Путін може йти хоч завтра, по всіх напрямках, ми будемо стояти, не провокувати. *сарказм* (с) Гриценко.","Путін може йти хоч завтра, по всіх напрямках, ми будемо стояти, не провокувати. ",wovck,2014-03-24 18:55:31+00:00
1,"@STsegolko @ukrpravda_news мерседес це не пролетарська машина, нєпорядок *сарказм*","@STsegolko @ukrpravda_news мерседес це не пролетарська машина, нєпорядок ",wovck,2014-03-27 20:44:11+00:00
1,@_hmoor тільки ногами! Бо як може піднятись рука на жінку. #сарказм,@_hmoor тільки ногами! Бо як може піднятись рука на жінку.,WowihaY,2016-06-17 13:43:55+00:00
1,@freeTymokhin @ShkvarkiUA Ноно! Ляшко їздив на построєніє до фалькона! Це Вам не абищо! #сарказм,@freeTymokhin @ShkvarkiUA Ноно! Ляшко їздив на построєніє до фалькона! Це Вам не абищо!,WowihaY,2018-12-15 17:12:42+00:00
1,@PrytSLU Клятий Порошенко! І тут Володькє дорогу перейшов! Мабудь забашляв австрійцям! #сарказм,@PrytSLU Клятий Порошенко! І тут Володькє дорогу перейшов! Мабудь забашляв австрійцям!,WowihaY,2019-05-18 16:28:44+00:00
1,@YakuiPizdec @shlemofondo25 Конверт в помощь :) і нахуй той вАєнний збір #сарказм,@YakuiPizdec @shlemofondo25 Конверт в помощь :) і нахуй той вАєнний збір,WowihaY,2019-06-22 11:18:49+00:00
1,"@sofnesk Я так розумію, ""панять і прастіть"" не варіант? #сарказм","@sofnesk Я так розумію, ""панять і прастіть"" не варіант? ",WowihaY,2020-02-20 19:44:56+00:00
1,@HelenaMishchuk @censor_net Навколо Києва десятки ТЄС. Не переймайтесь. (Сарказм),@HelenaMishchuk @censor_net Навколо Києва десятки ТЄС. Не переймайтесь.,WowihaY,2020-04-04 23:51:35+00:00
1,@sofnesk Нафєйхуа себе страхати непотрібною інфою? Навіщо ці цифри?  #сарказм,@sofnesk Нафєйхуа себе страхати непотрібною інфою? Навіщо ці цифри?,WowihaY,2020-04-06 21:11:34+00:00
1,Та невже? Ця ж нова влада не може красти! Це щесні квартальські хлопці! #сарказм https://t.co/AUf7VLnLTP,Та невже? Ця ж нова влада не може красти! Це щесні квартальські хлопці!,WowihaY,2020-04-10 09:55:03+00:00
1,"@WendyDonetsk @13Hellis_13 Вийшла по ""закону Савченко"". #сарказм","@WendyDonetsk @13Hellis_13 Вийшла по ""закону Савченко"". ",WowihaY,2021-02-23 12:04:11+00:00
1,"Наталя Григорівна сказала шо відповляєтьсся від нас , супер , клас , сарказм","Наталя Григорівна сказала шо відповляєтьсся від нас , супер , клас ,",WranglerLS,2014-03-02 11:08:44+00:00
1,"@NadiaYakimovich @PashaXVI я б не ризикував слухати радіо, яке зібрала дівчина. Бо там будуть тільки жіночі теми: рецепти борщу, прибирання дому, одяг.

*сарказм","@NadiaYakimovich @PashaXVI я б не ризикував слухати радіо, яке зібрала дівчина. Бо там будуть тільки жіночі теми: рецепти борщу, прибирання дому, одяг.

",Writeblogpost,2021-07-16 06:55:09+00:00
1,"@na_hiliaku нігті малює то напевно вже все пробував🤬🤬🤬🙄
сарк",@na_hiliaku нігті малює то напевно вже все пробував🤬🤬🤬🙄,wrysyp,2023-01-20 12:46:03+00:00
1,"""Нью-Йорк Таймс"" ніколи не публікує фейки *сарказм* https://t.co/TAWzRAHlvJ","""Нью-Йорк Таймс"" ніколи не публікує фейки ",wukelan,2018-05-28 14:45:52+00:00
1,"Видно по тому що зє ждем вже не першу годину ,то лозунг- ""нада просто пєрєстать стрєлять ""більше не надихає... вибачте за сарказм,але мозок кипить від горя і болю за Україну .","Видно по тому що зє ждем вже не першу годину ,то лозунг- ""нада просто пєрєстать стрєлять ""більше не надихає...",WurstPo,2022-02-21 22:13:21+00:00
1,@5soswfttwtaf @gettingemtional всі ж квірні повинні обов'язково показати і розказати з ким сплять чи не сплять і в деталях розказати як відчувають свою ідентичність інакше не зараховується /сарк,@5soswfttwtaf @gettingemtional всі ж квірні повинні обов'язково показати і розказати з ким сплять чи не сплять і в деталях розказати як відчувають свою ідентичність інакше не зараховується,wwhatastorymark,2023-02-07 15:34:17+00:00
1,як добре жити на світі /сарк,як добре жити на світі,WyvernWyrm,2022-01-25 18:42:57+00:00
1,@sofonn3 а ну звісно коментарі твоїх видив це насправді таємний кастинг учасників у 95 квартал /sarc,@sofonn3 а ну звісно коментарі твоїх видив це насправді таємний кастинг учасників у 95 квартал,WyvernWyrm,2022-02-01 08:40:24+00:00
1,"@ruslanvenedikto злобний правосєк, звісно (сарказм)","@ruslanvenedikto злобний правосєк, звісно ",XAPKIB,2015-07-10 14:09:11+00:00
1,Клуб помогі сєбє сам #сарказм http://t.co/TWeu5f7sRC,Клуб помогі сєбє сам,XAPKIB,2015-09-25 14:11:48+00:00
1,Кандидат на голову нацполіції року (сарказм) #Згадуємо2016 https://t.co/r3dazShGsX,Кандидат на голову нацполіції року,XAPKIB,2016-12-31 23:40:54+00:00
1,"@mediaport_ua а що, петиції про маршрутки ще немає? Мабуть Діма ще спить (сарказм)","@mediaport_ua а що, петиції про маршрутки ще немає? Мабуть Діма ще спить ",XAPKIB,2017-02-11 08:09:56+00:00
1,"все просто заїбісь
#сарказм","все просто заїбісь
",Xellia_69,2014-01-28 20:26:37+00:00
1,"мм деякі люди вміють вчасно дзвонити
#сарказм","мм деякі люди вміють вчасно дзвонити
",Xellia_69,2014-05-12 18:30:02+00:00
1,"@LIGAnet Журналістика просто топ (табличка сарказм). Він взагалі не так сказав, нащо ви перекручуєте слова союзників? Він сказав, що за чинними протоколами ЄС Україні знадобляться роки, а можливо й десятиліття на вступ, і всі в ЄС це розуміють, та запропонував подумати над альтернативами.","@LIGAnet Журналістика просто топ.  Він взагалі не так сказав, нащо ви перекручуєте слова союзників? Він сказав, що за чинними протоколами ЄС Україні знадобляться роки, а можливо й десятиліття на вступ, і всі в ЄС це розуміють, та запропонував подумати над альтернативами.",xenasolo,2022-05-09 14:34:23+00:00
1,"@vah_arina Ну звичайно, а ви що думали
Ось фото мого рідного міста, тітка та бабуся живуть через декілька кварталів на цій же вулиці. Хто ж як не злі укри фашисти це зробили (сарказм) https://t.co/99JoR1RJGP","@vah_arina Ну звичайно, а ви що думали
Ось фото мого рідного міста, тітка та бабуся живуть через декілька кварталів на цій же вулиці. Хто ж як не злі укри фашисти це зробили ",XeNone16,2022-02-27 12:51:32+00:00
1,перекладати укр пісні на китайську це те чого не вистачає укр контенту ❤️❤️❤️❤️ /сарк,перекладати укр пісні на китайську це те чого не вистачає укр контенту ❤️❤️❤️❤️,xoxotvch,2022-05-27 19:05:08+00:00
1,"Тіпа прикольно, шо друзі заросили на нр в гості, шоб не була сама і бла-бла. І прикольно, шо є люди, які стягують мене в таких станах(насправді треба просто попуститися. ха!як просто*сарказм*)
Але якось воно усе важко. Я не стягую так багато розмов","Тіпа прикольно, шо друзі заросили на нр в гості, шоб не була сама і бла-бла. І прикольно, шо є люди, які стягують мене в таких станах(насправді треба просто попуститися. ха!як просто)",yadou_yau,2022-01-01 04:16:49+00:00
1,"Пропоную оголосити 11.06 національним святом #безвіз'у.Тоді можна буде щороку танці влаштовувати в аеропортах. Ну і попіаритись,чо #сарказм","Пропоную оголосити 11.06 національним святом #безвіз'у.Тоді можна буде щороку танці влаштовувати в аеропортах. Ну і попіаритись,чо ",yana_shamrai,2017-06-11 20:54:58+00:00
1,"@FreelFreel Бачу двух файних хлопаків на світлині. Чому вони ще не у військоматі?!?!
/сарказм","@FreelFreel Бачу двух файних хлопаків на світлині. Чому вони ще не у військоматі?!?!
",yanety22,2022-04-07 11:30:21+00:00
1,"Зайшла на сторінку до тієї з плакатом. Українці тисячами їй дякують. Якого хера? Бо в неї рот відкрився? Може їй громадянство України ще за це дати? *сарказм* Вірю, що це вистава. Та якщо і ні, дякувати? Блювати хочеться.",Зайшла на сторінку до тієї з плакатом. Українці тисячами їй дякують. Якого хера? Бо в неї рот відкрився? Може їй громадянство України ще за це дати?,yank_oks17,2022-03-15 12:58:47+00:00
1,"+380 (63) 714 66 92. Ось їхній номер, якщо шо дзвоніть , вони такі шутніки( сарказм)","
+380 (63) 714 66 92. Ось їхній номер, якщо шо дзвоніть , вони такі шутніки",yanuch_,2014-05-09 23:00:45+00:00
1,"Ага , дуже цікаві. Прям захоплюють ( люблю сарказм) 😞 http://t.co/BnLHR2dut9","Ага , дуже цікаві. Прям захоплюють ",yanuch_,2014-05-13 19:43:23+00:00
1,"Зарплати ростуть, ціни падають, осінь прийшла можна і весілля шикарне відгуляти, як не як життя за Зе стає веселіше😂 Сарказм","Зарплати ростуть, ціни падають, осінь прийшла можна і весілля шикарне відгуляти, як не як життя за Зе стає веселіше😂 ",yanyshynroman,2019-08-26 09:39:44+00:00
1,"@UaPeacemaker @kattyfun1 Не може бути! Як таке можливо, сам Президент України за нього просив познімати санкції.
Сарказм, якшошо","@UaPeacemaker @kattyfun1 Не може бути! Як таке можливо, сам Президент України за нього просив познімати санкції.
",yaponamatpi,2022-07-26 06:32:14+00:00
1,"@BBC_ua Яктаквийшло? В це не можливо повірити
🤦‍♂️
Сарказм, якшошо","@BBC_ua Яктаквийшло? В це не можливо повірити
🤦‍♂️
",yaponamatpi,2022-10-31 14:05:36+00:00
1,"@Spectat89263763 
та ладно, а давайте запитаємо у Вови? (Сарказм)","@Spectat89263763 
та ладно, а давайте запитаємо у Вови? ",yar13zp,2017-03-17 09:20:34+00:00
1,"@ZhidoBandera @ItechVK У яника також українське громадянство, він також має право... 
(Сарказм)","@ZhidoBandera @ItechVK У яника також українське громадянство, він також має право... 
",yar13zp,2017-06-09 20:42:10+00:00
1,"@mezhbank_ua_usd Як каже Страна.юа, а в чом же подвох?
Ну нє должно так бить, ви што, ааа)
*сарказм","@mezhbank_ua_usd Як каже Страна.юа, а в чом же подвох?
Ну нє должно так бить, ви што, ааа)
",yar13zp,2018-02-06 10:50:46+00:00
1,"@Ateralba В цій країні достойні тільки ті публічні люди, які грали в Кварталі або Лізі сміху або розсмішіть коміка.
Сарказм","@Ateralba В цій країні достойні тільки ті публічні люди, які грали в Кварталі або Лізі сміху або розсмішіть коміка.
",yarkosolon,2022-03-13 08:45:52+00:00
1,Прокинутись о шостій і піти на залік у суботу - просто мрія 😩 #сарказм,Прокинутись о шостій і піти на залік у суботу - просто мрія 😩,yarovayannn,2013-11-16 04:31:37+00:00
1,"Поки мене нема вже 2-й тиждень на парах, група схлопотала рапорт. Про100 чудово (: #сарказм","Поки мене нема вже 2-й тиждень на парах, група схлопотала рапорт. Про100 чудово (: ",Yarysia,2011-09-29 08:51:37+00:00
1,"яка журба. більше не відписує ""канєшно )""
що б це означало? #сарказм","яка журба. більше не відписує ""канєшно )""
що б це означало? ",Yarysia,2012-03-15 18:24:50+00:00
1,написати шо все хреново і звалити в дикий офф. тащуся від #Тебе #сарказм,написати шо все хреново і звалити в дикий офф. тащуся від #Тебе,Yarysia,2012-03-24 20:16:49+00:00
1,"майор беркуту: ""Ось, дивися, стоять дівчатка в синій піжамі"" (с) @nagi_kun @zelenka_bun #про_ментів #сарказм","майор беркуту: ""Ось, дивися, стоять дівчатка в синій піжамі"" (с) @nagi_kun @zelenka_bun #про_ментів ",Yarysia,2012-06-25 21:00:46+00:00
1,"в мене іноді таке враження, що рішення приймаються з потолка, нанюхавшись клею. Звідки така ГЕніальність?! #сарказм","в мене іноді таке враження, що рішення приймаються з потолка, нанюхавшись клею. Звідки така ГЕніальність?! ",Yarysia,2012-11-11 16:06:06+00:00
1,62ст про важливість мети у стратегічному менеджменті #це_успіх #сарказм #facepalm,62ст про важливість мети у стратегічному менеджменті #це_успіх,Yarysia,2012-11-29 14:55:20+00:00
1,#мало_хто_знає що @V_Komar в садочку був паханом :D #ранкові_зізнання #сарказм,#мало_хто_знає що @V_Komar в садочку був паханом :D #ранкові_зізнання,Yarysia,2012-12-10 09:31:45+00:00
1,комунікація у Галнафтогаз - афігенна. до них вже тиждень по будівлі не може дойти пропозиція #сарказм,комунікація у Галнафтогаз - афігенна. до них вже тиждень по будівлі не може дойти пропозиція,Yarysia,2013-08-19 09:09:58+00:00
1,"у вівторок +15!!! все, витягаю літні сандалі, шорти і футболку :D #сарказм","у вівторок +15!!! все, витягаю літні сандалі, шорти і футболку :D ",Yarysia,2013-10-06 10:47:17+00:00
1,Люблю отак вночі прокинутися о 1 ночі і втикати. Досі *сарказм*,Люблю отак вночі прокинутися о 1 ночі і втикати. Досі,Yarysia,2018-02-28 02:43:13+00:00
1,"Ох блять, в Києві почали працювати евакуатори і страхові, тобто знову будуть затори через дебілів, які чучуть поцарапали тачку об іншу тачку… Я в захваті…Це сарказм","Ох блять, в Києві почали працювати евакуатори і страхові, тобто знову будуть затори через дебілів, які чучуть поцарапали тачку об іншу тачку… Я в захваті…",yasichkakotya,2022-04-25 12:18:25+00:00
1,"мм..приємно то як від твоїх слів.
і так,це сарказм..!",мм..приємно то як від твоїх слів.,yavorskayanasti,2014-01-24 20:19:35+00:00
1,"ХЗ - хитрий зеленський.
От ви хейтите закон про референдум, зокрема, можливість винесення на нього питання про зміну території України.
А як же нам тоді приєднувати Таганрог, Кубань і Закитайщину, коли педерація дуба вріже?
ХЗ? Так отож.
Це сарказм, якщощо. А то ще вбаните 😂","ХЗ - хитрий зеленський.
От ви хейтите закон про референдум, зокрема, можливість винесення на нього питання про зміну території України.
А як же нам тоді приєднувати Таганрог, Кубань і Закитайщину, коли педерація дуба вріже?
ХЗ? Так отож.
",YaYeGrud,2021-01-28 07:50:27+00:00
1,"@dw_ukrainian 50 це надто швидко, потрібно обмеження до 5, щоб при необхідності була можливість втекти або наздогнати пішки. (сарказм)","@dw_ukrainian 50 це надто швидко, потрібно обмеження до 5, щоб при необхідності була можливість втекти або наздогнати пішки. ",YaZdesArtem,2017-11-10 16:19:23+00:00
1,"Все настільки покращено, що не розумію, як ми ще досі не живемо в раю. [сприймати як сарказм і чорний гумор(?) водночас]","Все настільки покращено, що не розумію, як ми ще досі не живемо в раю. ",ydvornyk,2013-06-18 10:19:40+00:00
1,який же єбєйший інет у великій імперії дєнєрє/сарк,який же єбєйший інет у великій імперії дєнєрє,yelanloverr,2022-11-06 08:38:21+00:00
1,тримати всі думки в собі дуже весело позитивно і ні краплі не боляче/сарк,тримати всі думки в собі дуже весело позитивно і ні краплі не боляче,yelanloverr,2022-11-15 11:51:48+00:00
1,як же мені пощастило жити з такою політ. позицією в оточенні ватників їбучих і без можливості виїхати в норм місто/сарк/нег,як же мені пощастило жити з такою політ. позицією в оточенні ватників їбучих і без можливості виїхати в норм місто,yelanloverr,2022-11-24 07:06:07+00:00
1,"Коли я помру, встановіть на моїй могилі безкоштовний Wi-Fi. я хочу, щоб люди частіше до мене приходили
#сарказм","Коли я помру, встановіть на моїй могилі безкоштовний Wi-Fi. я хочу, щоб люди частіше до мене приходили
",yeorin_9,2020-04-10 09:31:13+00:00
1,"@nastusia001 А якщо раптом думки сходяться, ну так просто чисто гіпотетично?))*sarcasm*","@nastusia001 А якщо раптом думки сходяться, ну так просто чисто гіпотетично?))",Yevgen57868855,2020-06-08 17:36:29+00:00
1,"завжди хотіла, щоб хлопець, який мені подобається називав мене Джинджер #Сарказм","завжди хотіла, щоб хлопець, який мені подобається називав мене Джинджер ",Yevhenia_Lu,2015-04-06 20:55:46+00:00
1,Круто! Буде що глянути! *сарказм*  https://t.co/rmczbXGlgJ,Круто! Буде що глянути!,yevsiyenkom,2021-12-29 00:00:00
1,"@FashDonetsk Цілий день чекаю, але новин за сьогодні ніяких (скрін за 10.12.18) то ми вже Донецьк взяли чи ні? Маріуполь вже наш 🤣(сарказм) https://t.co/UaVpfjczrH","@FashDonetsk Цілий день чекаю, але новин за сьогодні ніяких (скрін за 10.12.18) то ми вже Донецьк взяли чи ні? Маріуполь вже наш 🤣",YevsiyenkoM,2018-12-14 18:59:31+00:00
1,"@UPZhyttya @UKRINFORM І взагалі, як пішла така катавасія, давайте замість тварин в цирку показувати полонених москалів, то тварюки ще ті *сарказм*","@UPZhyttya @UKRINFORM І взагалі, як пішла така катавасія, давайте замість тварин в цирку показувати полонених москалів, то тварюки ще ті ",YevsiyenkoM,2020-08-14 12:41:33+00:00
1,"@takidaodessa1 @BANKOVAYAukr Пєтя, Валодя... какая разниза *сарказм*","@takidaodessa1 @BANKOVAYAukr Пєтя, Валодя... какая разниза ",YevsiyenkoM,2020-08-21 18:16:39+00:00
1,"@VELVAD4 @BANKOVAYAukr тоді навіщо наші хлопці гинуть? най кидають зброю та повертаються до сімей! *сарказм*
 ви це зараз серйозно написали?",@VELVAD4 @BANKOVAYAukr тоді навіщо наші хлопці гинуть? най кидають зброю та повертаються до сімей!,YevsiyenkoM,2020-08-26 22:13:41+00:00
1,"@ELWillis10 @liahbiologist Ні, з німецької вчитель може бути: Адіком, Фюрером... вітаючи його діти підкидають праву руку догори зі словами ""Аве вчителю!"" *сарказм*","@ELWillis10 @liahbiologist Ні, з німецької вчитель може бути: Адіком, Фюрером... вітаючи його діти підкидають праву руку догори зі словами ""Аве вчителю!"" ",YevsiyenkoM,2020-09-15 04:05:55+00:00
1,"@BANKOVAYAukr В тебе досі на нього ерекція? Ти дня не можеш прожити без думки про нього? Більшість твітів немов би кричать: подивись! Ось я! Я досі тебе кохаю! 
*сарказм*","@BANKOVAYAukr В тебе досі на нього ерекція? Ти дня не можеш прожити без думки про нього? Більшість твітів немов би кричать: подивись! Ось я! Я досі тебе кохаю! 
",YevsiyenkoM,2021-01-25 13:17:46+00:00
1,@sternenko А чого це ти тут так голосно мовчиш? Ти мене цим бісиш! *сарказм*,@sternenko А чого це ти тут так голосно мовчиш? Ти мене цим бісиш!,YevsiyenkoM,2021-11-18 14:03:37+00:00
1,"@ciplietko Епоха бідності закінчилася, тепер можемо собі дозволити *сарказм*","@ciplietko Епоха бідності закінчилася, тепер можемо собі дозволити ",YevsiyenkoM,2021-12-28 16:33:49+00:00
1,"@babaikit Мене на цьому світлофорі камера фіксації швидкості зловила, так їй і треба! *сарказм*","@babaikit Мене на цьому світлофорі камера фіксації швидкості зловила, так їй і треба! ",YevsiyenkoM,2022-03-06 11:10:17+00:00
1,"Маска - це дуже інтелектуальне шоу /сарк

#маска_україна_шоу",Маска - це дуже інтелектуальне шоу,YeyoUniverse,2021-12-04 19:12:36+00:00
1,Всьоо так крутоо(сарказм..)що прям хочетьсяяя зникнутиии,Всьоо так крутоо що прям хочетьсяяя зникнутиии,yfnfk_,2016-06-06 19:59:32+00:00
1,"@nazareye @larusya72 А заднім числом - слабо? :)

Сарказм","@nazareye @larusya72 А заднім числом - слабо? :)

",YKulchytskyy,2020-04-26 11:06:50+00:00
1,"я сумую за своєю країною. на нас напала росія, її люди почали ґвалтувати і вбивати звичайних українців/ок. саме тому я знімлю тікток, у якому поскаржусь на це, під російського репера😍 /сарк","я сумую за своєю країною. на нас напала росія, її люди почали ґвалтувати і вбивати звичайних українців/ок. саме тому я знімлю тікток, у якому поскаржусь на це, під російського репера😍 ",yoraqo,2022-06-11 11:21:58+00:00
1,"@DmytroKuleba Заборонити в'їзд до США для тих думців, хто голосував за визнання ордло. Тоді вони злякаються і відкоичуть свої голоси (сарказм)","@DmytroKuleba Заборонити в'їзд до США для тих думців, хто голосував за визнання ордло. Тоді вони злякаються і відкоичуть свої голоси ",YorkUkraine,2022-02-22 02:10:37+00:00
1,"а що таке? 🥺🥺🥺 влад хошин згадав через 123 повномасштабного вторгнення, що він українець? 🥺🥺🥺 нічого собі 🥺🥺🥺 /сарказм","а що таке? 🥺🥺🥺 влад хошин згадав через 123 повномасштабного вторгнення, що він українець? 🥺🥺🥺 нічого собі 🥺🥺🥺 ",youknowpurplee,2022-06-26 20:34:21+00:00
1,"@Parkerdh0 оттак, молодець який! урив і закопав своїми аргументами! /сарказм","@Parkerdh0 оттак, молодець який! урив і закопав своїми аргументами! ",youknowpurplee,2022-07-14 03:50:58+00:00
1,"@s_novosad Ой... Що тепер робити, як вони будуть жити -- уе ж такий жах. Що там бомбардування України. 

*Сарказм*","@s_novosad Ой... Що тепер робити, як вони будуть жити -- уе ж такий жах. Що там бомбардування України. 

",Young_Khaaaos,2022-03-05 13:20:22+00:00
1,#МояНоваПоліція дякую пане @AvakovArsen за успішну реформу та очищення поліції.Тепер ми живемо по-новому…,#МояНоваПоліція дякую пане @AvakovArsen за успішну реформу та очищення поліції.Тепер ми живемо по-новому…,Youri_Kostyk,2017-10-30
1,@NoFated @BorisBorisenko5 Як же то можна хрещеного батька Будкаря @poroshenko на кіл? #сарказм звісно ж.,@NoFated @BorisBorisenko5 Як же то можна хрещеного батька Будкаря @poroshenko на кіл?,Youri_Kostyk,2017-07-06 14:14:19+00:00
1,@uanews3 То ж не можна #БоПутінНападе... #сарказм #житипоновому #рішучізміни,@uanews3 То ж не можна #БоПутінНападе...,Youri_Kostyk,2017-07-06 15:41:30+00:00
1,"@EUROATLANTICUS Напевно.А ще вони не бачать як посивів Порошенко за ці 3 роки.Все за Україну піклується,славімо його Сивого. #сарказм","@EUROATLANTICUS Напевно.А ще вони не бачать як посивів Порошенко за ці 3 роки.Все за Україну піклується,славімо його Сивого. ",Youri_Kostyk,2017-07-11 00:49:57+00:00
1,"Ось що таке професіонал системи розпил-відкат-занос твердо знає ціну.Не те що тюхтій Омелян #сарказм
https://t.co/ADz3aSKSat",Ось що таке професіонал системи розпил-відкат-занос твердо знає ціну.Не те що тюхтій Омелян,Youri_Kostyk,2017-07-11 16:06:15+00:00
1,"Як прикро,ще одна російська хвойда передумала виступати в українському місті Одеса.#сарказм https://t.co/GpEUtx3VLa","Як прикро,ще одна російська хвойда передумала виступати в українському місті Одеса.",Youri_Kostyk,2017-07-18 20:41:29+00:00
1,"Терміново потрібні роз'яснення від порохоботів,що то за зрадойоби такі в тому Atlantic Consult?Чекаю з нетерпінням... 
P.S. Гіркий #сарказм https://t.co/q6FcORM9P1","Терміново потрібні роз'яснення від порохоботів,що то за зрадойоби такі в тому Atlantic Consult?Чекаю з нетерпінням... 
 ",Youri_Kostyk,2017-07-21 14:38:08+00:00
1,"@falconua Так то ж справжні #рішучізміни.Шах і мат зрадойоби, так переможемо! 
#житипоновому #перемога #сарказм","@falconua Так то ж справжні #рішучізміни.Шах і мат зрадойоби, так переможемо! 
#житипоновому #перемога ",Youri_Kostyk,2017-07-28 05:16:57+00:00
